index,reference_id,claim_id,affirmation,entity_label,property_label,object_label,final_url,manual_label
30,935c54bed41fe68c1a6f913411a62e2a6b7c7911,Q99650831$D9158137-A599-415C-9F0B-9B632CAC624A,The A590 Trunk Road (Askham Roundabout to Dalton Roundabout and Laybys) (Temporary Prohibition and Restriction of Traffic) Order 2014 has a citation of SI 2014 No. 3049.,The A590 Trunk Road (Askham Roundabout to Dalton Roundabout and Laybys) (Temporary Prohibition and Restriction of Traffic) Order 2014,citation,SI 2014 No. 3049,https://www.bailii.org/uk/legis/num_reg/2014/uksi_20143049_en_1.html,1.D.
31,d80e838cb5755b2f9b7e32d86fe777fc52d5f663,Q100580018$4ACEA573-B888-4E6F-84DC-C7C80820D31C,"The Fenit Harbour Works Order, 1997 is applicable to the jurisdiction of Ireland.","Fenit Harbour Works Order, 1997",applies to jurisdiction,Ireland,https://www.irishstatutebook.ie/eli/1997/si/19/made/en/print,1.D.
32,afcbf904c590aeba8408dcc35373ab49a6cf1416,Q56821532$78547D20-0CFD-481B-8EBC-8C0F4DE9102D,The Post and Telegraph Act 1970 is cited.,Post and Telegraph Act 1970,citation,Post and Telegraph Act 1970,https://www.legislation.gov.au/Details/C1970A00063,1.D.
33,118c61451a28bc22ab85ed64d155cdb6243fe02b,q6307756$1118B26F-E8DC-47D4-BE36-8EFCB00F35FF,Juliana Horatia Ewing was born on 03/08/1841.,Juliana Horatia Ewing,date of birth,03/08/1841,http://www.biographi.ca/en/bio/gatty_juliana_horatia_11E.html,1.A.
34,4103664057f697039d6530861aeab382685f800f,Q95671619$b255109c-4f48-f069-2e29-ee9f992c20a9,Emmanuel has a review score of 4.,Emmanuel,review score,4,https://www.allmusic.com/album/mw0003392940,1.B.
35,f5e78b84803a84ce5f6e5f02784dc7dd52d80739,Q87739744$3D40C532-2FD3-4AE7-ADF1-3961C67A56B9,The 2020 Guernsey COVID-19 lockdown is an organized response related to the 2020 COVID-19 pandemic in Guernsey.,2020 COVID-19 pandemic in Guernsey,organized response related to outbreak,2020 Guernsey COVID-19 lockdown,https://www.bbc.co.uk/news/live/world-europe-guernsey-51999470?ns_mchannel=social&ns_source=twitter&ns_campaign=bbc_live&ns_linkname=5e7a5199276ca90663acc23d%26%27Strict%27%20lockdown%20measures%20from%20midnight%262020-03-24T19%3A00%3A54.329Z&ns_fee=0&pinned_post_locator=urn:asset:b2bb241b-8081-4dda-906a-73efd8e36889&pinned_post_asset_id=5e7a5199276ca90663acc23d&pinned_post_type=share,1.D.
36,72752631cfe33b689c36aabc40387f4e42d32baf,Q54834370$690CBB3D-6522-4947-A6AB-62835B12B40A,The Save-A-Pet Adoption Center has a total revenue of 3680174 United States dollars.,Save-A-Pet Adoption Center,total revenue,3680174 United States dollar,https://www.charitynavigator.org/ein/237304570,1.C.
37,89699f7d33eb734ba3a86a02cd9dc91bc0d54b69,Q52315919$07F3BB82-EFC1-4AB4-84D5-D0FFCE808036,The length of FPSO Mystras is 271 metres.,FPSO Mystras,length,271 metre,https://www.vesseltracking.net/ship/fpso-mystras-7374280,1.A.
38,ccd0d0de73264a27ee33920b493f456d74b2ed91,Q5631966$944E1020-DBC6-43E7-B063-7375F1BD250E,HMS Cordella is registered in Dominica.,HMS Cordella,country of registry,Dominica,https://www.vesseltracking.net/ship/gideon-7304857,2.B.
39,97ffafe0c55a72204c595ade97dd724892157ffe,Q2733261$160F693D-6C7D-436A-91D6-D692E8663F60,Alfred Bertholet died on 24/08/1951.,Alfred Bertholet,date of death,24/08/1951,https://www.britannica.com/biography/Alfred-Bertholet,1.A.
40,5585dca2dcee1370bb7966f8387d926d6e58ed8d,Q7191929$8FD29EC7-6644-4109-8F66-5F5FAEE6887E,Piero Weiss died on 02/10/2011.,Piero Weiss,date of death,02/10/2011,http://archive.ph/FCTo1,1.D.
41,c142c251fcb563f07dabef11a283b4fd171f1eb6,Q64566934$EA9C53AA-1E8D-4D0D-814E-0FB00E7AA3EE,Pandallur Hss is located in India.,Pandallur Hss,land,India,https://schools.org.in/malappuram/32050601215/,1.B.
42,eff34ede8a150c48acc18bee46cc284cbd97dc0b,Q53869429$8D1B6BDB-49B2-4882-B10C-C170543280BA,John Manners was a member of the 1563-67 Parliament.,John Manners,held position,Member of the 1563-67 Parliament,https://www.historyofparliamentonline.org/volume/1558-1603/member/manners-john-1535-1611,2.B.
43,91caa424be6079eb0987cb7dfe137198b7539ad3,Q474240$32B36C71-727E-4C32-AC10-A0A71F1AB5E5,Jack the Ripper is a horror film.,Jack the Ripper,genre,horror film,https://www.nytimes.com/reviews/movies,2.B.
44,8cb6766de41b3f8968c476ec4460602fd9d494db,Q64566992$5780B51E-02F2-4112-8D3A-4C282EEE7FB3,Glps Alankode is located in India.,Glps Alankode,land,India,https://schools.org.in/malappuram/32050700102/,1.B.
45,48b94bf95f53fface288d27c0d059bcf059e2144,Q6779290$1714B61A-AC65-4F5D-AEBF-88F52683260A,Mary Daly was born on 24/08/1896.,Mary Daly,date of birth,24/08/1896,https://adb.anu.edu.au/biography/daly-dame-mary-dora-may-12396,1.A.
46,4ae9f9d9aa82b26d21630bdc2f48ff3801fd346a,Q77782749$D14224BA-8B2D-440E-9069-CCF25FA392A9,"The former wash house, Blackness Castle, Blackness, is a category C listed building.","Former wash house, Blackness Castle, Blackness",designation,category C listed building,http://portal.historicenvironment.scot/designation/LB52456,1.D.
47,380800106ae2327aae1f592e8e97676a847d128b,Q99664425$53F93136-A8CC-4D28-8DA0-43C5067F108D,The Court of Appeal (Recording and Broadcasting) Order 2013 was published in 2013.,The Court of Appeal (Recording and Broadcasting) Order 2013,publication date,2013,https://www.bailii.org/uk/legis/num_reg/2013/uksi_20132786_en_1.html,1.D.
48,0dfbc5a5a2c2c648514092bc081206f0904d48e9,Q64567667$329BC97A-E09E-4B91-95BA-F7A19259946E,Salafi Eng.Medium Lps is located in India.,Salafi Eng.Medium Lps,land,India,https://schools.org.in/malappuram/32051000519/,1.B.
49,b071baa8946041956005c99b2ca7945154822aae,Q84703758$DCE95C8F-75F4-4BB8-B57F-271A6FC40E59,Bermuda is the country of Prediction.,Prediction,country of registry,Bermuda,https://www.vesseltracking.net/ship/ramble-on-1002342,2.B.
50,c7979b6682e7e0701e57657323a7cd9b38ae5ec1,q78481$301A2329-16FE-4FB8-BDE2-1CF747B088C2,Richard Adolf Zsigmondy is a chemist.,Richard Adolf Zsigmondy,profession,chemist,https://www.nndb.com/people/338/000100038/,1.B.
51,6861e94105b33de78b67af12a61a49bccdc2a473,Q94975861$D3BEBCD1-1B83-4987-AF70-DEC3B809FE46,Rifka Berger died on 01/01/1944.,Rifka Berger,date of death,01/01/1944,https://yvng.yadvashem.org/nameDetails.html?itemId=1009663,2.B.
52,77340cf24c8ce0ad15b86f0b82d5aa79f539def4,Q99685323$E9A6AD36-A34F-4EC5-A285-6D50B23B8331,"The A428 Trunk Road (A1/B1428 Great North Road Roundabout, North of Wyboston, Bedfordshire to B1043 Barford Road Roundabout, St Neots, Cambridgeshire) (Temporary 40 Miles Per Hour Speed Restriction) Order 2011 has a citation of SI 2011 No. 574.","The A428 Trunk Road (A1/B1428 Great North Road Roundabout, North of Wyboston, Bedfordshire to B1043 Barford Road Roundabout, St Neots, Cambridgeshire) (Temporary 40 Miles Per Hour Speed Restriction) Order 2011",citation,SI 2011 No. 574,https://www.bailii.org/uk/legis/num_reg/2011/uksi_2011574_en_1.html,1.D.
53,0a4766ef31b82943203248a5b7d750bc812ba90c,Q539470$9E9804A7-4551-4495-B10F-781E6C04874F,Sam Johnson won the Purple Heart.,Sam Johnson,award received,Purple Heart,https://bioguide.congress.gov/search/bio/J000174,1.A.
54,545f86115ef97cd46797dff2dc28aa50465bf779,Q28030346$852CD99C-9D26-4622-8E73-DD2596ADA62D,The width of the Evening Landscape is 113.1 centimetres.,Evening Landscape,width,113.1 centimetre,https://www.rct.uk/collection/403682/evening-landscape,1.D.
55,e125f975a0a9e97f9f51f3f57e5fc0fa46684077,Q90239495$2eea23c6-4664-8a02-aab2-047cdf88e2e1,Egil Lien's last name is Lien.,Egil Lien,last name,Lien,https://profiles.umassmed.edu/display/131208,1.D.
56,11d911bd30993d22132d16ef5adbd72793d1f6f0,Q54625074$6FC31D2F-8E58-4EC8-9E5B-8FEADE5D6710,"Volunteers In Medicine Clinic, Oregon is located in the United States of America.","Volunteers In Medicine Clinic, Oregon",land,United States of America,https://www.charitynavigator.org/ein/931276816,1.D.
57,1b6a1b968aab67dece0c691a585314d840b48789,Q7662114$21A3C348-28C4-429D-A691-1AAAA2C54537,Synchronised died on 14/04/2012.,Synchronised,date of death,14/04/2012,https://www.bbc.co.uk/sport/horse-racing/17453652,1.D.
58,52640fe18125906f8a57df8c5ba47bfa387ffa05,Q3072264$439EB89A-8625-474B-BE77-E1C5E2AEFF16,Ritsuko Kawai was born on 03/03/1964.,Ritsuko Kawai,date of birth,03/03/1964,https://www.lambiek.net/artists/k/kawai_ritsuko.htm,1.B.
59,063b53a338b565d9538ac680cb33e4970f538aed,Q75435950$DF8855B4-EF30-414B-94A2-0E6D7A0AA440,Alexander Jacques Rupert de Fayet de Montjoye was born in 1986.,Alexander Jacques Rupert de Fayet de Montjoye,date of birth,1986,https://www.thepeerage.com/p14030.htm#i140296,1.A.
60,1a77f8c189ffbefcb6ca41f51ac8b6e4d44f688e,Q17569065$3A6C6252-2FF4-4CEA-9E9B-BC79CE6A0D57,"Portmahomack, Tarbatness Road, Tarbat West Church is located in Highland.","Portmahomack, Tarbatness Road, Tarbat West Church",is located in,Highland,http://portal.historicenvironment.scot/designation/LB14098,1.D.
61,771dd116e118977c8e8dd3e0e2ebcdb77ee6eec6,Q2435282$CAD74BCB-3633-48C3-897C-03829D03E3BD,Terra Nova was filmed at Paramount Stage 18.,Terra Nova,filmed at,Paramount Stage 18,https://memory-alpha.fandom.com/wiki/Terra_Nova_(episode)?oldid=2568181#Production_history,1.B.
62,afd580adc9fe145bc696955770c300d1dd70c280,q23379$4be3b03c-4f53-db2c-14ee-e63c8d671a73,Ben Chifley was born on 22/09/1885.,Ben Chifley,date of birth,22/09/1885,https://www.findagrave.com/memorial/11088593/joseph-benedict-chifley,1.B.
63,c9681f0c0f7d97dc983f2b6ce325f2adc598f43c,q20875$F07970AC-36EB-4776-985B-90F6DF5F409F,Edward VII's country of citizenship is the United Kingdom of Great Britain and Ireland.,Edward VII,country of citizenship,United Kingdom of Great Britain and Ireland,https://www.bbc.co.uk/programmes/b03x10q8,2.B.
64,b9f93961532db93f22c508e9bfb501f556da05d4,Q12977851$EB205FA4-2A6B-4CBC-B391-A4F55724E845,Sathi Ahalya is written in Tamil.,Sathi Ahalya,original language,Tamil,https://indiancine.ma/CLD,1.B.
65,9e9d7bd98fb0c6445219e9763e0b5761c75a1a84,Q28017626$49682DF1-3AD5-4BF3-836F-853593B518B2,"The Presentation of Crimean Medals by Queen Victoria, 18 May 1855 is part of the Royal Collection","The Presentation of Crimean Medals by Queen Victoria, 18 May 1855",art collection,Royal Collection,https://www.rct.uk/collection/405109/the-presentation-of-crimean-medals-by-queen-victoria-18-may-1855-0,1.D.
66,2ecb2518bc116ca7cb6b48a2a949f1343d1a3808,Q27041785$DCF8C3E4-E0A3-4D62-BEF5-5AFED48A168B,MBK Rieker Komárno won the 2016–17 Alpe Adria Cup.,2016–17 Alpe Adria Cup,won by,MBK Rieker Komárno,https://en.wikipedia.org/w/index.php?title=2016%E2%80%9317_Alpe_Adria_Cup&oldid=918474137,1.D.
67,64554b09406968b60650e83197211df21c5cdbb3,Q19660621$E88ACD0E-EF93-428A-AFC5-7923A035BD6C,Venice: The Canale di Santa Chiara towards the Lagoon has a width of 48.9 centimetres.,Venice: The Canale di Santa Chiara towards the Lagoon,width,48.9 centimetre,https://www.rct.uk/collection/400886/venice-the-canale-di-s-chiara-towards-the-lagoon,1.D.
68,662c69fe6778bfe3de20b091164edb5de697b2bf,Q56668695$496197BC-8D27-480C-B997-8623B9509E2C,"Dun nan Gall Broch, 215m SW of Craigmore, Isle of Mull is designated as a scheduled monument.","Dun nan Gall Broch, 215m SW of Craigmore, Isle of Mull",designation,scheduled monument,http://portal.historicenvironment.scot/designation/SM13687,1.D.
69,d4f985dba06871a7d6b1d5a268bc389b3d3b7c19,Q63160860$103730CB-9DE4-43CC-982E-DC64823C6F8A,Louis Philip Nott was born in 1858.,Louis Philip Nott,date of birth,1858,https://www.gracesguide.co.uk/Louis_Philip_Nott,1.A.
70,00d15820946d663523ad6ad9316fcc27ffe4a791,Q4750883$C5B95856-A961-4EA4-95F5-995B94509CC7,Anaheim Ice is located in Anaheim.,Anaheim Ice,is located in,Anaheim,https://www.archinform.net/entry.htm?ID=bmkdbjm05h2ia07hcntla2gb1j&loc=%2Fprojekte%2F6555.htm,1.A.
71,37ffbb4e3b33877a6505f13678640640f4b84f98,Q2472300$6F78B6DE-C6A9-4D18-A980-521E83A38AE2,Carl Hollander died on 21/09/1995.,Carl Hollander,date of death,21/09/1995,https://www.lambiek.net/artists/h/hollander_carl.htm,1.B.
72,e9389353d6fef13b53f53527000448b54467c57c,Q64565954$B96D1BCA-4608-4D1F-9976-20A0E58F107D,Amlps Mannarmala is located in Malappuram district.,Amlps Mannarmala,is located in,Malappuram district,https://schools.org.in/malappuram/32050500909/,1.A.
73,a2f94203bd00ba8dbaa22bf24b86bb5277377e44,q5647584$EDAC1324-392B-4D06-AB14-21A9CC649F05,Hands On Children's Museum is located in the United States of America.,Hands On Children's Museum,land,United States of America,https://www.charitynavigator.org/ein/911405065,1.D.
74,6f4c410b5df08ac01d863ed026caf5654fa1b115,Q7172683$88CAAAFF-63AA-4623-99C3-5049F4194D6C,Peter Baro died in 1599.,Peter Baro,date of death,1599,https://snaccooperative.org/ark:/99166/w6hb90r6,1.B.
75,4a3bc68645cbce5c4e9c32a8501e698a66920a24,Q63155852$2F93B3FC-25EE-498A-B8D2-C9AEDAD731C9,Oliver Bryden Bell was born in 1891.,Oliver Bryden Bell,date of birth,1891,https://www.gracesguide.co.uk/Oliver_Bryden_Bell,1.A.
76,93b6dd98bd5ad2d6d8dd40746cbf4ac688d424f0,Q56758851$DE595726-582A-47B8-8B4F-839D884FC5FA,The General Insurance Supervisory Levy Imposition Act 1998 was amended by the Financial Sector Reform (Amendments and Transitional Provisions) Act (No. 1) 1999.,General Insurance Supervisory Levy Imposition Act 1998,amended by,Financial Sector Reform (Amendments and Transitional Provisions) Act (No. 1) 1999,https://www.legislation.gov.au/Series/C2004A00316/Amendments,1.B.
77,d25ec6e3a6fdf9f8e975c56beaf8da2934476878,Q100336829$15DACFEB-8571-4630-94B5-B5C8B0D22575,The PLK WARSAW RADOM project is in the transport sector.,PLK WARSAW RADOM project,sector,transport,https://www.eib.org/en/projects/pipelines/all/20120045,1.B.
78,d1a974eaba1f3b32f7ebc2459c7cbf46e2f5aa92,Q63161093$2FB1FDF6-4497-4131-B645-B659A45403C3,Peter Alexander Peterson was born in 1839.,Peter Alexander Peterson,date of birth,1839,https://www.gracesguide.co.uk/Peter_Alexander_Peterson,1.A.
79,0ad5794411e04d953f8ee4d88d7b872caa26e3e1,Q276104$FBE9FFC3-A254-49D1-A207-1EB87B6E5D1D,Margaret Morris died on 29/02/1980.,Margaret Morris,date of death,29/02/1980,https://www.britannica.com/biography/Margaret-Morris,1.A.
80,87bbcc9cba71676fb89f624a10a60edd39a68283,Q83596632$3FE08A12-803E-4B6F-8CFF-7955D2ECFE60,Mourmoura is registered in Liberia.,Mourmoura,country of registry,Liberia,https://www.vesseltracking.net/ship/flag-hope-9496642,2.B.
81,8e09984f262a71ae9bc1a9b200b103acdc7e7454,q188039$796CF698-F001-4BE3-AB62-B5C905940105,Clara Barton died on 12/04/1912.,Clara Barton,date of death,12/04/1912,https://www.findagrave.com/memorial/63/clara-barton,1.B.
82,539444c623cf37705a6a0b0260796497c16ba5f1,Q324925$a57e75aa-4500-35a4-f8ef-5b5b104354f1,Tony Buzan is the sibling of Barry Buzan.,Tony Buzan,is sibling of,Barry Buzan,https://www.bbc.co.uk/pressoffice/bbcworldwide/worldwidestories/pressreleases/2003/03_march/buzan_may.shtml,1.D.
83,d69c5c3a4034dd19e2e9ab063494370d1a7f4ca3,Q2426204$391C0F15-E5DC-4434-A463-C73484FA3144,Thomas Mudge died in 1794.,Thomas Mudge,date of death,1794,https://www.gracesguide.co.uk/Thomas_Mudge,1.B.
84,1156c4a78eeeef67f1026833dc2d6f93d3de361d,Q662543$F36E7E6B-ACC2-4677-BA9E-6FFE3CA0B074,Dorothy Maud Wrinch was born on 12/09/1894.,Dorothy Maud Wrinch,date of birth,12/09/1894,https://www.britannica.com/biography/Dorothy-Maud-Wrinch,1.A.
85,b48102f8b755b13ab7a655ec3b929db09a826015,Q5362128$39311A36-4B55-45FD-8EF3-DB879F6F9C9E,Eliza Fenwick was born on 01/02/1766.,Eliza Fenwick,date of birth,01/02/1766,https://snaccooperative.org/ark:/99166/w6jh44tw,1.B.
86,f9718e32d5cb9682fd9790b3acbf226bc837eff3,Q55632932$bc690d72-4408-ba75-0412-e605171423c7,The composer of Sex Education is Oli Julian.,Sex Education,composer,Oli Julian,https://blog.tunefind.com/2019/01/netflix-hit-sex-education-breaks-tunefind-records/,1.A.
87,245a7b3ff78823105adf07377a74f72e045246fb,Q58333616$a4a6a83f-ee51-4a47-91eb-959a81988e57,Kim Schrier was a United States representative.,Kim Schrier,held position,United States representative,https://bioguide.congress.gov/search/bio/S001216,1.A.
88,b2245ac20f3028ab00597a5e653f28dfe216ead6,Q425223$68c2e60f-4ef5-1f3b-2edb-2779265b39c4,raloxifene has a melting point of 145 degrees Celsius.,raloxifene,melting point,145 degree Celsius,https://go.drugbank.com/drugs/DB00481,2.A.
89,4ed4a19697579d3cf94f1433a02fb86e872885ec,Q75786340$E55A2A3A-3F1F-467F-B594-41CCD4D8CCA1,Hugh L. Davis was born in 1864.,Hugh L. Davis,date of birth,1864,https://www.thepeerage.com/p33344.htm#i333438,2.B.
90,068f53e9e45bd1270400d6893cc55c5cc5946902,Q106702275$ef66107e-4cad-c944-4fd4-5d7344a77df1,Claudia Alonso is located in Manchester.,Claudia Alonso,location,Manchester,https://art.tsap.uk/claudia-alonso/,1.A.
91,c714ca621d1fe1ca35f20e01a72587d23bdd8e1e,Q58485125$0B087946-63A0-4D69-BAEA-AD52DFBE2C6F,Navjeevan's original language is Hindi.,Navjeevan,original language,Hindi,https://indiancine.ma/BTW,1.B.
92,a07f0aee0e13b6ec41cea743b6a8ac94d028f277,Q4141919$29C8ABF9-1A3D-4285-A4EB-98699BA82126,Sofia Golovkina died on 17/02/2004.,Sofia Golovkina,date of death,17/02/2004,https://www.findagrave.com/memorial/8567644/sofia-golovkina,1.B.
93,0fcdcff2ab3d18416aaffc96245f4ce579b982fa,Q24218377$DDC35299-6453-4BE2-BAC1-30E2D4603AA5,George Lansell died in 1906.,George Lansell,date of death,1906,https://adb.anu.edu.au/biography/lansell-george-3992,1.A.
